Image,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19
001,-0.13695090439276486,-0.17,0.5224806201550387,-0.1425,0.33229974160206716,0.06583333333333333,-0.3757105943152455,0.023333333333333334,0.42118863049095606,0.37833333333333335,0.4325581395348837,0.6825,0.37777777777777777,0.8333333333333334,0.3054263565891473,0.8933333333333333,0.3488372093023256,0.8766666666666667,-0.28268733850129196,0.5041666666666667,0.5090439276485789,0.5583333333333333,0.49870801033591733,0.5533333333333333,0.641343669250646,0.4608333333333333,0.6217054263565891,0.6775,0.5648578811369509,0.35,0.4284237726098191,0.925,-0.02428940568475452,0.255,0.4842377260981912,0.3075,-0.31369509043927646,0.11666666666666667
001_0,-0.04392764857881137,-0.15666666666666668,0.6609819121447028,-0.17666666666666667,0.4780361757105943,0.03166666666666667,-0.27958656330749354,0.04083333333333333,0.6020671834625323,0.31916666666666665,0.6423772609819122,0.6033333333333334,0.5979328165374677,0.7491666666666666,0.5266149870801033,0.81,0.5720930232558139,0.7916666666666666,-0.13488372093023257,0.48583333333333334,0.7126614987080103,0.4816666666666667,0.7002583979328165,0.4775,0.8439276485788114,0.38083333333333336,0.8428940568475453,0.5858333333333333,0.751937984496124,0.2825,0.6609819121447028,0.8316666666666667,0.11627906976744186,0.23416666666666666,0.662015503875969,0.24833333333333332,-0.2041343669250646,0.12416666666666666
001_1,-0.1338501291989664,-0.10416666666666667,0.524547803617571,0.0125,0.29198966408268734,0.18083333333333335,-0.41188630490956074,0.043333333333333335,0.31886304909560725,0.485,0.27028423772609816,0.77,0.1855297157622739,0.9033333333333333,0.10077519379844961,0.95,0.1483204134366925,0.94,-0.4129198966408269,0.505,0.37157622739018087,0.665,0.36227390180878555,0.6591666666666667,0.524547803617571,0.5925,0.46149870801033593,0.7916666666666666,0.4697674418604651,0.47833333333333333,0.2186046511627907,0.9958333333333333,-0.10387596899224806,0.30833333333333335,0.39638242894056847,0.4275,-0.3674418604651163,0.13916666666666666
001_2,-0.12661498708010335,-0.16666666666666666,0.5204134366925065,-0.1275,0.3271317829457364,0.06833333333333333,-0.36640826873385013,0.014166666666666666,0.40568475452196384,0.36916666666666664,0.4077519379844961,0.6616666666666666,0.34987080103359175,0.805,0.2775193798449612,0.8608333333333333,0.31989664082687336,0.8458333333333333,-0.28888888888888886,0.4766666666666667,0.48630490956072353,0.5433333333333333,0.47700258397932815,0.5383333333333333,0.6196382428940569,0.4525,0.5937984496124031,0.66,0.5472868217054263,0.345,0.3974160206718346,0.8933333333333333,-0.02739018087855297,0.2425,0.4697674418604651,0.3025,-0.30749354005167956,0.105
002,-0.16279069767441862,-0.12333333333333334,0.4418604651162791,-0.17916666666666667,0.324031007751938,0.03166666666666667,-0.37777777777777777,0.04833333333333333,0.43979328165374676,0.3233333333333333,0.3943152454780362,0.5466666666666666,0.42739018087855296,0.6708333333333333,0.3643410852713178,0.7425,0.40878552971576226,0.7191666666666666,-0.289922480620155,0.4633333333333333,0.4542635658914729,0.43166666666666664,0.47390180878552973,0.445,0.5700258397932817,0.3908333333333333,0.5627906976744186,0.5291666666666667,0.5111111111111111,0.2625,0.5080103359173127,0.7525,0.010852713178294573,0.19416666666666665,0.44599483204134366,0.20416666666666666,-0.33540051679586563,0.1275
002_0,-0.06976744186046512,-0.08916666666666667,0.5875968992248062,-0.08416666666666667,0.42739018087855296,0.12583333333333332,-0.32919896640826873,0.06916666666666667,0.5049095607235142,0.44666666666666666,0.4201550387596899,0.6775,0.4356589147286822,0.8125,0.35607235142118865,0.8816666666666667,0.4077519379844961,0.8616666666666667,-0.30129198966408266,0.5166666666666667,0.5028423772609819,0.5625,0.5214470284237727,0.5783333333333334,0.6341085271317829,0.5316666666666666,0.6031007751937985,0.6775,0.5906976744186047,0.39,0.5090439276485789,0.9075,0.06459948320413436,0.26416666666666666,0.530749354005168,0.32166666666666666,-0.2961240310077519,0.15666666666666668
002_1,-0.21550387596899226,0.015,0.37467700258397935,-0.11833333333333333,0.2992248062015504,0.1075,-0.3953488372093023,0.21416666666666667,0.4718346253229974,0.38416666666666666,0.47080103359173125,0.6133333333333333,0.5286821705426357,0.7325,0.48010335917312663,0.8125,0.5193798449612403,0.7833333333333333,-0.22583979328165374,0.6175,0.5080103359173127,0.49083333333333334,0.5297157622739018,0.5008333333333334,0.6155038759689923,0.435,0.635142118863049,0.5741666666666667,0.530749354005168,0.31416666666666665,0.6248062015503876,0.8041666666666667,0.020155038759689922,0.31,0.4542635658914729,0.26416666666666666,-0.3385012919896641,0.2875
002_2,-0.15142118863049095,-0.11916666666666667,0.40878552971576226,-0.1575,0.2847545219638243,0.07083333333333333,-0.3612403100775194,0.0625,0.3695090439276486,0.3983333333333333,0.3116279069767442,0.6433333333333333,0.3333333333333333,0.7816666666666666,0.27028423772609816,0.8583333333333333,0.31266149870801035,0.835,-0.31059431524547804,0.5241666666666667,0.3757105943152455,0.5183333333333333,0.3922480620155039,0.5341666666666667,0.48527131782945737,0.47833333333333333,0.46770025839793283,0.6308333333333334,0.43979328165374676,0.3333333333333333,0.4015503875968992,0.875,-0.014987080103359173,0.23833333333333334,0.38397932816537467,0.26666666666666666,-0.3281653746770026,0.15166666666666667
003,-0.21343669250645994,-0.07916666666666666,0.3736434108527132,-0.24083333333333334,0.29198966408268734,-0.015833333333333335,-0.3571059431524548,0.06583333333333333,0.4842377260981912,0.17916666666666667,0.4873385012919897,0.4533333333333333,0.5090439276485789,0.5683333333333334,0.4532299741602067,0.6125,0.496640826873385,0.6,-0.15762273901808785,0.425,0.4997416020671835,0.3125,0.5452196382428941,0.34,0.6341085271317829,0.2075,0.6496124031007752,0.4058333333333333,0.5751937984496124,0.14083333333333334,0.5772609819121447,0.6025,0.04186046511627907,0.17,0.46770025839793283,0.125,-0.26408268733850127,0.12333333333333334
003_0,-0.15968992248062017,-0.17166666666666666,0.44909560723514214,-0.29083333333333333,0.3457364341085271,-0.0775,-0.31886304909560725,-0.04,0.5214470284237727,0.12416666666666666,0.49870801033591733,0.39,0.5090439276485789,0.5033333333333333,0.44909560723514214,0.5425,0.4935400516795866,0.5333333333333333,-0.15142118863049095,0.32083333333333336,0.524547803617571,0.25416666666666665,0.5679586563307494,0.2841666666666667,0.6702842377260982,0.16083333333333333,0.6671834625322998,0.3541666666666667,0.6165374677002584,0.0925,0.5751937984496124,0.5408333333333334,0.07493540051679587,0.08666666666666667,0.5100775193798449,0.07,-0.22997416020671835,0.021666666666666667
