Image,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19
001,-0.13695090439276486,-0.17,0.5224806201550387,-0.1425,0.33229974160206716,0.06583333333333333,-0.3757105943152455,0.023333333333333334,0.42118863049095606,0.37833333333333335,0.4325581395348837,0.6825,0.37777777777777777,0.8333333333333334,0.3054263565891473,0.8933333333333333,0.3488372093023256,0.8766666666666667,-0.28268733850129196,0.5041666666666667,0.5090439276485789,0.5583333333333333,0.49870801033591733,0.5533333333333333,0.641343669250646,0.4608333333333333,0.6217054263565891,0.6775,0.5648578811369509,0.35,0.4284237726098191,0.925,-0.02428940568475452,0.255,0.4842377260981912,0.3075,-0.31369509043927646,0.11666666666666667
002,-0.16279069767441862,-0.12333333333333334,0.4418604651162791,-0.17916666666666667,0.324031007751938,0.03166666666666667,-0.37777777777777777,0.04833333333333333,0.43979328165374676,0.3233333333333333,0.3943152454780362,0.5466666666666666,0.42739018087855296,0.6708333333333333,0.3643410852713178,0.7425,0.40878552971576226,0.7191666666666666,-0.289922480620155,0.4633333333333333,0.4542635658914729,0.43166666666666664,0.47390180878552973,0.445,0.5700258397932817,0.3908333333333333,0.5627906976744186,0.5291666666666667,0.5111111111111111,0.2625,0.5080103359173127,0.7525,0.010852713178294573,0.19416666666666665,0.44599483204134366,0.20416666666666666,-0.33540051679586563,0.1275
003,-0.21343669250645994,-0.07916666666666666,0.3736434108527132,-0.24083333333333334,0.29198966408268734,-0.015833333333333335,-0.3571059431524548,0.06583333333333333,0.4842377260981912,0.17916666666666667,0.4873385012919897,0.4533333333333333,0.5090439276485789,0.5683333333333334,0.4532299741602067,0.6125,0.496640826873385,0.6,-0.15762273901808785,0.425,0.4997416020671835,0.3125,0.5452196382428941,0.34,0.6341085271317829,0.2075,0.6496124031007752,0.4058333333333333,0.5751937984496124,0.14083333333333334,0.5772609819121447,0.6025,0.04186046511627907,0.17,0.46770025839793283,0.125,-0.26408268733850127,0.12333333333333334
004,-0.09354005167958657,-0.08833333333333333,0.5875968992248062,-0.2525,0.4191214470284238,0.0325,-0.33540051679586563,0.029166666666666667,0.5844961240310077,0.3258333333333333,0.5162790697674419,0.5275,0.517312661498708,0.68,0.4656330749354005,0.7425,0.49767441860465117,0.7175,-0.1855297157622739,0.535,0.5390180878552971,0.43,0.5886304909560723,0.45,0.710594315245478,0.4125,0.6868217054263566,0.5616666666666666,0.6702842377260982,0.28583333333333333,0.5772609819121447,0.755,0.11524547803617571,0.2075,0.5875968992248062,0.21916666666666668,-0.2682170542635659,0.14916666666666667
005,-0.2713178294573643,-0.145,0.33746770025839795,-0.31416666666666665,0.2847545219638243,-0.09583333333333334,-0.4532299741602067,0.019166666666666665,0.47080103359173125,0.20416666666666666,0.3788113695090439,0.48333333333333334,0.36847545219638245,0.6366666666666667,0.3209302325581395,0.675,0.35297157622739017,0.6608333333333334,-0.2589147286821705,0.38083333333333336,0.46149870801033593,0.33916666666666667,0.5080103359173127,0.36083333333333334,0.5937984496124031,0.22583333333333333,0.5555555555555556,0.4683333333333333,0.5193798449612403,0.14666666666666667,0.4263565891472868,0.6675,-0.019121447028423774,0.1375,0.4263565891472868,0.0925,-0.34987080103359175,0.1025
006,-0.14315245478036176,-0.18083333333333335,0.4439276485788114,-0.16583333333333333,0.2806201550387597,0.043333333333333335,-0.3829457364341085,-0.0325,0.3674418604651163,0.29833333333333334,0.4501291989664083,0.6308333333333334,0.434625322997416,0.7575,0.39018087855297157,0.7958333333333333,0.413953488372093,0.7833333333333333,-0.21757105943152455,0.38666666666666666,0.49147286821705427,0.4741666666666667,0.43979328165374676,0.4741666666666667,0.5834625322997417,0.3675,0.6165374677002584,0.5533333333333333,0.5100775193798449,0.27666666666666667,0.5224806201550387,0.8058333333333333,-0.03875968992248062,0.18333333333333332,0.3571059431524548,0.22666666666666666,-0.28268733850129196,0.035
007,-0.13901808785529715,-0.15916666666666668,0.4935400516795866,-0.3125,0.3488372093023256,-0.058333333333333334,-0.36020671834625323,0.0425,0.530749354005168,0.305,0.45219638242894056,0.5566666666666666,0.39018087855297157,0.7858333333333334,0.3302325581395349,0.8233333333333334,0.3695090439276486,0.815,-0.22997416020671835,0.47833333333333333,0.4873385012919897,0.42916666666666664,0.5214470284237727,0.43833333333333335,0.6630490956072351,0.2925,0.6630490956072351,0.5233333333333333,0.6093023255813953,0.20416666666666666,0.4253229974160207,0.8341666666666666,0.06770025839793281,0.16666666666666666,0.5400516795865633,0.1375,-0.2909560723514212,0.12916666666666668
008,-0.18656330749354005,-0.13333333333333333,0.3612403100775194,-0.31833333333333336,0.28578811369509044,-0.08083333333333333,-0.34366925064599485,0.021666666666666667,0.4883720930232558,0.14583333333333334,0.4294573643410853,0.3925,0.4129198966408269,0.5208333333333334,0.36227390180878555,0.5716666666666667,0.39948320413436694,0.5558333333333333,-0.17829457364341086,0.4,0.5038759689922481,0.28,0.5452196382428941,0.295,0.6537467700258398,0.18916666666666668,0.6258397932816537,0.3725,0.5162790697674419,0.09666666666666666,0.48527131782945737,0.575,0.03565891472868217,0.10583333333333333,0.47390180878552973,0.05,-0.2744186046511628,0.08166666666666667
009,-0.117312661498708,-0.0975,0.4883720930232558,-0.1425,0.3333333333333333,0.04583333333333333,-0.3798449612403101,0.0625,0.4325581395348837,0.31083333333333335,0.36847545219638245,0.5808333333333333,0.3509043927648579,0.6783333333333333,0.3147286821705426,0.72,0.33746770025839795,0.7041666666666667,-0.2558139534883721,0.46,0.41808785529715764,0.45,0.4418604651162791,0.46416666666666667,0.5762273901808785,0.39,0.5524547803617571,0.5233333333333333,0.49870801033591733,0.2841666666666667,0.468733850129199,0.72,0.010852713178294573,0.2075,0.4573643410852713,0.225,-0.30025839793281656,0.13166666666666665
010,-0.12454780361757106,-0.1,0.4511627906976744,-0.2875,0.35400516795865633,-0.0375,-0.3157622739018088,0.058333333333333334,0.5121447028423772,0.2575,0.4170542635658915,0.45416666666666666,0.41188630490956074,0.5633333333333334,0.3767441860465116,0.6116666666666667,0.4046511627906977,0.5933333333333334,-0.2,0.3875,0.4821705426356589,0.3383333333333333,0.517312661498708,0.3475,0.6609819121447028,0.28833333333333333,0.5886304909560723,0.46,0.6196382428940569,0.17083333333333334,0.4935400516795866,0.6441666666666667,0.06149870801033592,0.15333333333333332,0.4935400516795866,0.13333333333333333,-0.24237726098191215,0.12416666666666666
011,-0.20723514211886304,-0.13333333333333333,0.4232558139534884,-0.2,0.29405684754521966,-0.0033333333333333335,-0.3850129198966408,0.01,0.4842377260981912,0.30583333333333335,0.33746770025839795,0.51,0.3116279069767442,0.645,0.23824289405684754,0.6958333333333333,0.28578811369509044,0.6816666666666666,-0.24237726098191215,0.35,0.4377260981912145,0.4166666666666667,0.46459948320413436,0.38166666666666665,0.6051679586563308,0.3308333333333333,0.5576227390180879,0.5158333333333334,0.5472868217054263,0.215,0.3581395348837209,0.7058333333333333,0.002583979328165375,0.16583333333333333,0.4191214470284238,0.1775,-0.28165374677002586,0.07833333333333334
012,-0.11007751937984496,-0.1275,0.5731266149870801,-0.21,0.413953488372093,0.019166666666666665,-0.34160206718346253,0.0675,0.5627906976744186,0.3,0.6516795865633075,0.5883333333333334,0.6744186046511628,0.7308333333333333,0.6341085271317829,0.78,0.6578811369509044,0.7575,-0.07596899224806201,0.545,0.6702842377260982,0.44916666666666666,0.6289405684754522,0.44916666666666666,0.7571059431524548,0.3525,0.8056847545219639,0.5158333333333334,0.6671834625322998,0.24916666666666668,0.7498708010335917,0.8016666666666666,0.09767441860465116,0.23083333333333333,0.5700258397932817,0.2075,-0.2454780361757106,0.13666666666666666
013,-0.22170542635658916,-0.13583333333333333,0.39328165374677004,-0.15166666666666667,0.2103359173126615,0.06333333333333334,-0.4563307493540052,-0.006666666666666667,0.2992248062015504,0.2866666666666667,0.3209302325581395,0.5483333333333333,0.3209302325581395,0.6183333333333333,0.27545219638242896,0.6683333333333333,0.30645994832041346,0.65,-0.31369509043927646,0.37166666666666665,0.3509043927648579,0.4125,0.3271317829457364,0.4275,0.4625322997416021,0.38083333333333336,0.4728682170542636,0.4875,0.4294573643410853,0.28833333333333333,0.4015503875968992,0.7041666666666667,-0.07183462532299742,0.1875,0.3426356589147287,0.25583333333333336,-0.3767441860465116,0.03916666666666667
014,-0.2310077519379845,-0.12666666666666668,0.3953488372093023,-0.17083333333333334,0.2434108527131783,0.029166666666666667,-0.4077519379844961,0.009166666666666667,0.36227390180878555,0.28833333333333333,0.29819121447028424,0.5583333333333333,0.2868217054263566,0.6816666666666666,0.23824289405684754,0.7216666666666667,0.27028423772609816,0.7091666666666666,-0.289922480620155,0.3775,0.37467700258397935,0.42833333333333334,0.3891472868217054,0.42916666666666664,0.5441860465116279,0.36,0.46770025839793283,0.5641666666666667,0.5038759689922481,0.25833333333333336,0.35607235142118865,0.7541666666666667,-0.06666666666666667,0.19083333333333333,0.39948320413436694,0.21166666666666667,-0.3302325581395349,0.07916666666666666
015,-0.2330749354005168,-0.095,0.3643410852713178,-0.18416666666666667,0.3023255813953488,0.03833333333333333,-0.4439276485788114,0.0425,0.4387596899224806,0.31083333333333335,0.37260981912144703,0.5866666666666667,0.33540051679586563,0.6983333333333334,0.2868217054263566,0.7533333333333333,0.31886304909560725,0.7325,-0.2537467700258398,0.475,0.4563307493540052,0.4508333333333333,0.46149870801033593,0.44666666666666666,0.5638242894056847,0.4083333333333333,0.5431524547803618,0.575,0.5235142118863049,0.2866666666666667,0.41188630490956074,0.7916666666666666,-0.03152454780361757,0.21833333333333332,0.3984496124031008,0.21583333333333332,-0.351937984496124,0.06416666666666666
016,-0.09457364341085271,-0.16916666666666666,0.5410852713178295,-0.28583333333333333,0.38397932816537467,-0.0375,-0.3147286821705426,0.009166666666666667,0.5731266149870801,0.24583333333333332,0.5069767441860465,0.5058333333333334,0.48320413436692505,0.63,0.43979328165374676,0.6691666666666667,0.468733850129199,0.6575,-0.10594315245478036,0.47333333333333333,0.6051679586563308,0.35833333333333334,0.6310077519379845,0.365,0.7157622739018088,0.2733333333333333,0.7002583979328165,0.4708333333333333,0.641343669250646,0.16083333333333333,0.5452196382428941,0.6816666666666666,0.08113695090439277,0.14666666666666667,0.5576227390180879,0.12333333333333334,-0.2537467700258398,0.105
017,-0.1669250645994832,-0.14333333333333334,0.43049095607235144,-0.19,0.30025839793281656,0.015,-0.3891472868217054,0.01,0.4532299741602067,0.31583333333333335,0.48940568475452195,0.5816666666666667,0.45839793281653746,0.7225,0.4036175710594315,0.7816666666666666,0.4356589147286822,0.7583333333333333,-0.2744186046511628,0.49416666666666664,0.5328165374677003,0.44333333333333336,0.49250645994832043,0.4658333333333333,0.6454780361757106,0.39416666666666667,0.6692506459948321,0.57,0.5813953488372093,0.28833333333333333,0.5204134366925065,0.78,-0.013953488372093023,0.20583333333333334,0.41188630490956074,0.25333333333333335,-0.32919896640826873,0.050833333333333335
018,-0.13695090439276486,-0.07,0.4542635658914729,-0.13583333333333333,0.351937984496124,0.07916666666666666,-0.3581395348837209,0.06833333333333333,0.4232558139534884,0.31583333333333335,0.34366925064599485,0.5658333333333333,0.2909560723514212,0.6616666666666666,0.23410852713178296,0.69,0.26718346253229974,0.6825,-0.2661498708010336,0.4483333333333333,0.44289405684754524,0.4666666666666667,0.4790697674418605,0.5016666666666667,0.592764857881137,0.43916666666666665,0.5359173126614987,0.5466666666666666,0.5534883720930233,0.3225,0.3788113695090439,0.7208333333333333,0.020155038759689922,0.24833333333333332,0.448062015503876,0.2725,-0.28578811369509044,0.1475
019,-0.19689922480620156,-0.11,0.3974160206718346,-0.205,0.2806201550387597,0.04,-0.38397932816537467,0.056666666666666664,0.3736434108527132,0.24083333333333334,0.351937984496124,0.5,0.3612403100775194,0.5608333333333333,0.33229974160206716,0.6108333333333333,0.3509043927648579,0.5883333333333334,-0.2392764857881137,0.4475,0.3571059431524548,0.3375,0.43359173126614986,0.3958333333333333,0.5669250645994832,0.3258333333333333,0.5193798449612403,0.44,0.5266149870801033,0.2325,0.44289405684754524,0.6325,-0.005684754521963824,0.19916666666666666,0.4263565891472868,0.18333333333333332,-0.30129198966408266,0.14416666666666667
020,-0.2103359173126615,-0.06583333333333333,0.3788113695090439,-0.14583333333333334,0.2806201550387597,0.056666666666666664,-0.4129198966408269,0.07333333333333333,0.3767441860465116,0.30083333333333334,0.36640826873385013,0.5483333333333333,0.3571059431524548,0.6466666666666666,0.29509043927648576,0.6975,0.3385012919896641,0.6775,-0.2837209302325581,0.48583333333333334,0.41188630490956074,0.43083333333333335,0.468733850129199,0.44416666666666665,0.5338501291989665,0.365,0.5235142118863049,0.5366666666666666,0.4666666666666667,0.2841666666666667,0.41188630490956074,0.7008333333333333,-0.04186046511627907,0.24916666666666668,0.41188630490956074,0.2625,-0.3457364341085271,0.12583333333333332
021,-0.15658914728682172,-0.0925,0.4728682170542636,-0.13583333333333333,0.29819121447028424,0.09,-0.4036175710594315,0.041666666666666664,0.3116279069767442,0.3225,0.2351421188630491,0.6525,0.2268733850129199,0.77,0.15348837209302327,0.8383333333333334,0.21757105943152455,0.8233333333333334,-0.3085271317829457,0.5108333333333334,0.34160206718346253,0.5266666666666666,0.35297157622739017,0.5025,0.5276485788113695,0.4633333333333333,0.45529715762273903,0.6216666666666667,0.4945736434108527,0.3616666666666667,0.31679586563307494,0.8508333333333333,-0.06873385012919897,0.25666666666666665,0.3798449612403101,0.29333333333333333,-0.33540051679586563,0.13916666666666666
022,-0.12661498708010335,-0.135,0.5162790697674419,-0.17833333333333334,0.37157622739018087,0.034166666666666665,-0.3695090439276486,0.023333333333333334,0.49870801033591733,0.23333333333333334,0.49250645994832043,0.5058333333333334,0.4821705426356589,0.5958333333333333,0.4356589147286822,0.6575,0.4718346253229974,0.6341666666666667,-0.15555555555555556,0.47583333333333333,0.5111111111111111,0.38,0.5493540051679586,0.395,0.6713178294573643,0.36333333333333334,0.6372093023255814,0.4825,0.6051679586563308,0.23666666666666666,0.5524547803617571,0.6608333333333334,0.020155038759689922,0.1875,0.5028423772609819,0.20083333333333334,-0.3054263565891473,0.09666666666666666
023,-0.10697674418604651,-0.13666666666666666,0.5565891472868217,-0.06666666666666667,0.4098191214470284,0.0825,-0.351937984496124,0.018333333333333333,0.5286821705426357,0.385,0.6041343669250646,0.67,0.6051679586563308,0.8233333333333334,0.5276485788113695,0.8791666666666667,0.579328165374677,0.8616666666666667,-0.09457364341085271,0.5066666666666667,0.6372093023255814,0.5083333333333333,0.5069767441860465,0.5358333333333334,0.6878552971576227,0.4716666666666667,0.7674418604651163,0.6008333333333333,0.6330749354005168,0.3883333333333333,0.6940568475452197,0.8766666666666667,0.03359173126614987,0.2525,0.5162790697674419,0.33666666666666667,-0.25167958656330747,0.09833333333333333
024,-0.15658914728682172,-0.10666666666666667,0.47080103359173125,-0.14666666666666667,0.34780361757105943,0.06583333333333333,-0.3736434108527132,0.045,0.43049095607235144,0.3016666666666667,0.3674418604651163,0.5733333333333334,0.3767441860465116,0.6533333333333333,0.31369509043927646,0.715,0.35400516795865633,0.695,-0.21757105943152455,0.45666666666666667,0.4532299741602067,0.4508333333333333,0.475968992248062,0.4675,0.6113695090439276,0.37416666666666665,0.5565891472868217,0.555,0.5049095607235142,0.2975,0.448062015503876,0.725,-0.004651162790697674,0.21416666666666667,0.46770025839793283,0.24666666666666667,-0.3085271317829457,0.09083333333333334
025,-0.17622739018087855,-0.17083333333333334,0.41498708010335916,-0.1225,0.2723514211886305,0.10666666666666667,-0.3819121447028424,-0.008333333333333333,0.3023255813953488,0.3591666666666667,0.18656330749354005,0.66,0.15348837209302327,0.7241666666666666,0.08113695090439277,0.77,0.12248062015503876,0.7541666666666667,-0.32919896640826873,0.4708333333333333,0.3095607235142119,0.54,0.3157622739018088,0.5333333333333333,0.5224806201550387,0.4775,0.4253229974160207,0.6766666666666666,0.468733850129199,0.38333333333333336,0.24651162790697675,0.825,-0.11317829457364341,0.2275,0.3488372093023256,0.32666666666666666,-0.33540051679586563,0.09083333333333334
026,-0.12868217054263567,-0.10916666666666666,0.5090439276485789,-0.1575,0.3767441860465116,0.07083333333333333,-0.36537467700258397,0.05,0.5069767441860465,0.30583333333333335,0.5762273901808785,0.6025,0.5534883720930233,0.7366666666666667,0.48320413436692505,0.785,0.5297157622739018,0.7716666666666666,-0.14315245478036176,0.4791666666666667,0.5989664082687338,0.4658333333333333,0.592764857881137,0.46416666666666667,0.6847545219638242,0.39916666666666667,0.7488372093023256,0.5558333333333333,0.6237726098191214,0.29083333333333333,0.6454780361757106,0.7816666666666666,0.04909560723514212,0.25,0.5431524547803618,0.24166666666666667,-0.2723514211886305,0.09583333333333334
027,-0.16279069767441862,-0.10416666666666667,0.4542635658914729,-0.1825,0.3157622739018088,0.0475,-0.35400516795865633,0.060833333333333336,0.4718346253229974,0.21416666666666667,0.4625322997416021,0.5058333333333334,0.45839793281653746,0.6291666666666667,0.4160206718346253,0.6708333333333333,0.4439276485788114,0.6541666666666667,-0.2372093023255814,0.4575,0.5431524547803618,0.3975,0.5689922480620155,0.4066666666666667,0.6578811369509044,0.37833333333333335,0.627906976744186,0.5241666666666667,0.5958656330749355,0.24916666666666668,0.5441860465116279,0.6883333333333334,0.04599483204134367,0.18166666666666667,0.5028423772609819,0.1975,-0.303359173126615,0.11083333333333334
028,-0.11627906976744186,-0.1175,0.517312661498708,-0.13916666666666666,0.3757105943152455,0.014166666666666666,-0.34677002583979327,0.0475,0.49560723514211885,0.2475,0.49870801033591733,0.5208333333333334,0.496640826873385,0.625,0.4408268733850129,0.67,0.4780361757105943,0.655,-0.1834625322997416,0.435,0.5524547803617571,0.4025,0.5700258397932817,0.4116666666666667,0.6847545219638242,0.3525,0.6744186046511628,0.5108333333333334,0.635142118863049,0.2608333333333333,0.5689922480620155,0.6875,0.05736434108527132,0.18666666666666668,0.5348837209302325,0.23333333333333334,-0.26718346253229974,0.11666666666666667
